org,repo,workflow,ref,url,name,type
bensmith83,friendly-enigma,.github/workflows/als-aggregator.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/als-aggregator.yml,ANTHROPIC_API_KEY,secret
bensmith83,friendly-enigma,.github/workflows/als-aggregator.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/als-aggregator.yml,NEWSAPI_KEY,secret
bensmith83,friendly-enigma,.github/workflows/cybersecurity-jobs.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/cybersecurity-jobs.yml,ANTHROPIC_API_KEY,secret
bensmith83,friendly-enigma,.github/workflows/generate-science-facts.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/generate-science-facts.yml,ANTHROPIC_API_KEY,secret
bensmith83,friendly-enigma,.github/workflows/generate-scifi.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/generate-scifi.yml,ANTHROPIC_API_KEY,secret
bensmith83,friendly-enigma,.github/workflows/generate-scifi.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/generate-scifi.yml,OPENAI_API_KEY,secret
bensmith83,friendly-enigma,.github/workflows/generate-scifi.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/generate-scifi.yml,HF_TOKEN,secret
