org,repo,workflow,ref,url,runner,self_hosted,supported
bensmith83,friendly-enigma,.github/workflows/als-aggregator.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/als-aggregator.yml,ubuntu-latest,0,1
bensmith83,friendly-enigma,.github/workflows/check-action-pinning.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/check-action-pinning.yml,ubuntu-latest,0,1
bensmith83,friendly-enigma,.github/workflows/cybersecurity-jobs.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/cybersecurity-jobs.yml,ubuntu-latest,0,1
bensmith83,friendly-enigma,.github/workflows/deploy-pages.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/deploy-pages.yml,ubuntu-latest,0,1
bensmith83,friendly-enigma,.github/workflows/generate-science-facts.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/generate-science-facts.yml,ubuntu-latest,0,1
bensmith83,friendly-enigma,.github/workflows/generate-scifi.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/generate-scifi.yml,ubuntu-latest,0,1
bensmith83,friendly-enigma,.github/workflows/scrape-papers.yml,claude/integrate-butler-scanner-8Iid0,https://github.com/bensmith83/friendly-enigma/blob/9fad768e66e691fdf11d4a32e976f4e102e0cf53/.github/workflows/scrape-papers.yml,ubuntu-latest,0,1
